student_id,name,age,gender,department,year,cgpa,communication_skill,attendance_percentage,internship_done,placement
S1744,Student_744,22,Other,Mechanical,3rd,5.13,2,93.41,No,No
S1745,Student_745,20,Male,Computer Science,4th,8.97,9,99.26,Yes,Yes
S1746,Student_746,19,Female,Computer Science,3rd,9.06,4,63.5,Yes,No
S1747,Student_747,20,Male,Electrical,1st,6.89,7,91.5,Yes,No
S1748,Student_748,20,Male,Electronics,3rd,7.3,4,73.53,Yes,No
S1749,Student_749,21,Male,Electrical,1st,9.78,1,93.72,No,No
S1750,Student_750,24,Female,IT,2nd,6.23,3,97.62,No,No
S1751,Student_751,17,Female,Computer Science,4th,6.46,4,91.88,No,No
S1752,Student_752,23,Male,Electrical,2nd,4.78,9,79.42,Yes,No
S1753,Student_753,24,Male,Civil,4th,8.85,4,62.68,Yes,No
S1754,Student_754,21,Female,Electrical,4th,9.29,2,81.95,Yes,No
S1755,Student_755,23,Other,IT,1st,7.57,4,95.13,Yes,No
S1756,Student_756,19,Other,IT,3rd,6.69,2,74.97,No,No
S1757,Student_757,24,Other,Mechanical,3rd,4.55,8,70.6,No,No
S1758,Student_758,24,Female,Civil,2nd,4.1,1,67.27,No,No
S1759,Student_759,18,Male,Civil,2nd,9.72,3,82.08,No,No
S1760,Student_760,23,Female,Civil,3rd,5.22,9,86.31,Yes,No
S1761,Student_761,21,Other,Civil,4th,8.47,8,63.34,Yes,Yes
S1762,Student_762,22,Male,IT,2nd,7.84,6,67.21,Yes,No
S1763,Student_763,23,Female,Computer Science,3rd,6.79,9,79.52,Yes,No
S1764,Student_764,19,Female,Mechanical,4th,6.93,9,68.71,No,No
S1765,Student_765,23,Male,IT,4th,7.81,5,70.56,No,No
S1766,Student_766,21,Female,Electronics,1st,7.33,3,64.72,No,No
S1767,Student_767,24,Other,Computer Science,1st,9.74,9,97.05,Yes,Yes
S1768,Student_768,22,Female,Civil,3rd,6.67,6,85.31,Yes,No
S1769,Student_769,20,Other,IT,2nd,6.97,4,97.32,Yes,No
S1770,Student_770,21,Female,Electronics,2nd,8.29,1,66.59,Yes,No
S1771,Student_771,20,Male,Electrical,4th,5.53,3,79.4,Yes,No
S1772,Student_772,17,Male,Mechanical,4th,5.92,9,61.29,Yes,No
S1773,Student_773,17,Male,Mechanical,3rd,6.48,8,61.66,Yes,No
S1774,Student_774,23,Female,Mechanical,3rd,5.39,1,88.28,No,No
S1775,Student_775,20,Other,IT,1st,9.61,6,97.61,Yes,No
S1776,Student_776,19,Other,IT,3rd,8.95,5,90.58,No,No
S1777,Student_777,17,Male,Computer Science,1st,4.43,6,89.69,No,No
S1778,Student_778,22,Male,Mechanical,1st,7.66,5,89.28,No,No
S1779,Student_779,20,Other,IT,4th,4.59,9,64.24,Yes,No
S1780,Student_780,22,Female,IT,1st,5.22,10,94.15,No,No
S1781,Student_781,21,Other,Mechanical,1st,5.17,7,89.04,Yes,No
S1782,Student_782,18,Other,Civil,1st,9.12,6,85.43,Yes,No
S1783,Student_783,21,Male,Electronics,2nd,4.18,5,93.48,No,No
S1784,Student_784,22,Other,Civil,1st,7.27,10,80.39,No,No
S1785,Student_785,18,Other,IT,1st,7.05,3,61.77,Yes,No
S1786,Student_786,18,Other,Electronics,2nd,8.0,6,76.97,No,No
S1787,Student_787,20,Female,Electrical,4th,8.16,2,92.61,No,No
S1788,Student_788,21,Male,Civil,1st,6.0,1,88.48,Yes,No
S1789,Student_789,24,Male,Electrical,2nd,9.29,9,85.91,No,No
S1790,Student_790,17,Female,Mechanical,1st,4.18,8,99.85,No,No
S1791,Student_791,20,Female,Electrical,1st,4.28,9,93.38,Yes,No
S1792,Student_792,23,Other,Mechanical,4th,8.17,1,74.2,Yes,No
S1793,Student_793,19,Other,Electrical,2nd,8.06,10,91.77,No,No
S1794,Student_794,24,Male,Mechanical,1st,4.66,9,78.78,Yes,No
S1795,Student_795,23,Male,Mechanical,3rd,4.03,2,89.28,No,No
S1796,Student_796,20,Other,Electrical,2nd,6.09,7,88.97,Yes,No
S1797,Student_797,21,Male,Electronics,1st,7.54,3,68.29,No,No
S1798,Student_798,23,Male,Electrical,4th,8.69,4,83.0,No,No
S1799,Student_799,24,Female,Electrical,1st,6.58,7,87.07,Yes,No
S1800,Student_800,19,Female,IT,2nd,6.2,8,72.72,Yes,No
S1801,Student_801,18,Other,Mechanical,3rd,5.6,1,99.32,No,No
S1802,Student_802,21,Female,Mechanical,4th,4.32,3,76.02,No,No
S1803,Student_803,18,Male,IT,3rd,5.98,10,87.95,No,No
S1804,Student_804,19,Female,Computer Science,3rd,5.64,9,87.4,Yes,No
S1805,Student_805,23,Other,Computer Science,1st,5.29,10,61.49,No,No
S1806,Student_806,23,Other,Civil,2nd,8.21,4,91.59,Yes,No
S1807,Student_807,17,Other,Civil,3rd,4.45,7,60.43,No,No
S1808,Student_808,21,Male,Mechanical,1st,8.13,7,82.79,No,No
S1809,Student_809,23,Other,Electrical,2nd,8.96,7,97.22,No,No
S1810,Student_810,22,Other,Civil,1st,4.44,5,91.95,Yes,No
S1811,Student_811,23,Male,Computer Science,1st,4.99,7,97.86,Yes,No
S1812,Student_812,22,Female,IT,3rd,9.81,1,69.6,Yes,No
S1813,Student_813,20,Female,Computer Science,3rd,9.23,4,78.4,No,No
S1814,Student_814,20,Other,Computer Science,3rd,8.01,6,85.24,No,No
S1815,Student_815,18,Other,Electrical,3rd,9.14,1,66.9,Yes,No
S1816,Student_816,17,Male,Civil,2nd,5.24,2,84.13,Yes,No
S1817,Student_817,17,Female,Electronics,4th,5.97,10,69.18,Yes,No
S1818,Student_818,18,Other,Civil,4th,8.86,2,92.92,No,No
S1819,Student_819,24,Male,Civil,1st,9.49,9,60.36,No,No
S1820,Student_820,21,Male,IT,2nd,8.94,5,95.69,Yes,No
S1821,Student_821,23,Other,Civil,2nd,4.7,10,86.79,Yes,No
S1822,Student_822,21,Female,Electronics,1st,5.28,4,98.56,Yes,No
S1823,Student_823,21,Female,Mechanical,3rd,5.96,9,99.79,No,No
S1824,Student_824,23,Male,Civil,2nd,8.57,3,90.55,Yes,No
S1825,Student_825,23,Male,Electrical,3rd,8.43,6,65.89,No,No
S1826,Student_826,21,Male,Civil,4th,6.58,1,60.26,No,No
S1827,Student_827,20,Female,IT,2nd,9.17,9,86.15,Yes,Yes
S1828,Student_828,17,Female,Mechanical,1st,5.36,8,94.81,No,No
S1829,Student_829,17,Male,IT,4th,4.8,6,60.54,No,No
S1830,Student_830,17,Male,Civil,2nd,8.33,6,96.38,No,No
S1831,Student_831,18,Other,Mechanical,4th,8.11,6,86.62,No,No
S1832,Student_832,22,Other,Electrical,4th,6.11,5,93.29,Yes,No
S1833,Student_833,23,Male,Electrical,3rd,8.5,1,76.93,Yes,No
S1834,Student_834,17,Male,Electronics,2nd,4.97,3,72.89,No,No
S1835,Student_835,22,Female,Electronics,2nd,7.12,3,93.32,No,No
S1836,Student_836,24,Other,Electrical,3rd,7.56,2,86.58,Yes,No
S1837,Student_837,21,Female,Electronics,4th,7.43,7,63.68,No,No
S1838,Student_838,17,Female,Electronics,2nd,6.7,9,70.61,Yes,No
S1839,Student_839,17,Female,Electronics,4th,5.86,1,87.59,No,No
S1840,Student_840,22,Female,Civil,1st,7.72,9,97.97,Yes,Yes
S1841,Student_841,17,Female,Computer Science,2nd,8.39,9,92.0,No,No
S1842,Student_842,21,Female,Electrical,2nd,6.98,10,70.8,No,No
S1843,Student_843,17,Male,Computer Science,4th,7.84,9,73.86,No,No
S1844,Student_844,19,Other,Electrical,1st,5.56,7,77.98,No,No
S1845,Student_845,23,Other,Computer Science,1st,4.31,3,71.47,No,No
S1846,Student_846,22,Female,Computer Science,1st,4.99,2,86.98,No,No
S1847,Student_847,23,Male,IT,2nd,6.07,1,77.12,Yes,No
S1848,Student_848,19,Female,Electronics,4th,4.37,6,69.28,Yes,No
S1849,Student_849,23,Female,Electronics,4th,9.91,5,88.89,Yes,No
S1850,Student_850,18,Male,Electronics,1st,8.84,1,83.78,Yes,No
S1851,Student_851,18,Other,Electrical,1st,8.12,8,72.2,No,No
S1852,Student_852,21,Female,Mechanical,2nd,9.69,5,70.14,No,No
S1853,Student_853,21,Other,Electronics,4th,7.51,9,94.23,No,No
S1854,Student_854,19,Other,Electronics,4th,7.86,7,72.56,No,No
S1855,Student_855,20,Female,Civil,1st,8.26,9,91.41,No,No
S1856,Student_856,21,Other,IT,1st,7.43,2,75.33,No,No
S1857,Student_857,23,Male,Electronics,3rd,6.22,3,96.42,No,No
S1858,Student_858,22,Other,Computer Science,4th,5.94,1,62.51,Yes,No
S1859,Student_859,24,Male,Electrical,1st,8.58,4,75.39,No,No
S1860,Student_860,19,Female,Computer Science,4th,7.45,3,67.68,Yes,No
S1861,Student_861,21,Male,Mechanical,3rd,6.56,1,85.26,Yes,No
S1862,Student_862,21,Female,Civil,1st,6.22,6,88.14,Yes,No
S1863,Student_863,21,Other,Electronics,4th,5.46,6,84.98,No,No
S1864,Student_864,21,Female,IT,3rd,6.11,1,76.09,Yes,No
S1865,Student_865,24,Other,Electronics,4th,4.84,4,64.08,Yes,No
S1866,Student_866,21,Female,IT,4th,4.37,7,69.37,No,No
S1867,Student_867,20,Female,Electronics,3rd,5.25,3,90.62,No,No
S1868,Student_868,22,Other,Electrical,1st,9.93,7,71.12,Yes,Yes
S1869,Student_869,18,Male,Mechanical,2nd,7.53,6,91.66,No,No
S1870,Student_870,17,Other,Computer Science,2nd,5.12,7,87.43,No,No
S1871,Student_871,20,Other,Electrical,2nd,5.83,3,76.27,No,No
S1872,Student_872,17,Female,Mechanical,3rd,7.77,3,81.35,Yes,No
S1873,Student_873,20,Other,Mechanical,2nd,9.96,4,71.07,No,No
S1874,Student_874,24,Male,Electronics,4th,5.23,3,69.86,Yes,No
S1875,Student_875,17,Female,IT,3rd,5.88,9,66.49,Yes,No
S1876,Student_876,24,Other,Computer Science,2nd,8.88,2,85.16,Yes,No
S1877,Student_877,17,Female,IT,3rd,9.77,6,96.58,No,No
S1878,Student_878,24,Other,Civil,4th,9.49,1,99.42,No,No
S1879,Student_879,19,Other,Civil,3rd,9.16,9,80.71,No,No
S1880,Student_880,18,Female,Electronics,1st,8.16,2,93.98,Yes,No
S1881,Student_881,21,Female,IT,2nd,7.59,3,80.22,Yes,No
S1882,Student_882,20,Other,IT,4th,8.12,7,81.54,Yes,Yes
S1883,Student_883,22,Other,IT,2nd,5.49,1,61.34,No,No
S1884,Student_884,24,Male,Mechanical,3rd,4.38,3,64.16,No,No
S1885,Student_885,22,Other,Electronics,4th,8.01,5,77.33,No,No
S1886,Student_886,18,Male,Electronics,1st,4.66,6,71.26,Yes,No
S1887,Student_887,20,Male,Electrical,4th,6.72,1,68.19,Yes,No
S1888,Student_888,21,Other,Electronics,1st,6.93,9,96.99,Yes,No
S1889,Student_889,21,Male,Computer Science,1st,6.91,10,92.69,Yes,No
S1890,Student_890,18,Other,Electrical,4th,9.73,1,66.08,No,No
S1891,Student_891,22,Male,Civil,2nd,8.55,5,91.21,Yes,No
S1892,Student_892,22,Male,Civil,1st,7.44,8,87.81,No,No
S1893,Student_893,24,Female,Computer Science,2nd,6.28,5,95.26,Yes,No
S1894,Student_894,17,Male,Electrical,3rd,6.09,5,86.7,Yes,No
S1895,Student_895,23,Male,Electronics,2nd,4.66,10,74.61,Yes,No
S1896,Student_896,20,Other,IT,3rd,4.78,3,84.25,No,No
S1897,Student_897,22,Male,Computer Science,1st,9.0,5,96.85,Yes,No
S1898,Student_898,20,Other,Civil,3rd,4.33,4,68.35,Yes,No
S1899,Student_899,21,Female,Mechanical,1st,5.42,3,93.9,No,No
S1900,Student_900,23,Other,Computer Science,4th,6.1,6,70.5,No,No
S1901,Student_901,21,Male,IT,1st,6.34,5,94.91,Yes,No
S1902,Student_902,21,Other,Electrical,2nd,7.95,9,87.11,No,No
S1903,Student_903,23,Male,Computer Science,2nd,6.55,8,67.21,No,No
S1904,Student_904,17,Female,Electronics,3rd,5.5,6,89.75,Yes,No
S1905,Student_905,18,Other,IT,2nd,8.74,3,74.84,Yes,No
S1906,Student_906,24,Other,Civil,2nd,5.37,1,68.75,No,No
S1907,Student_907,22,Male,Electrical,1st,4.24,6,61.11,Yes,No
S1908,Student_908,22,Other,Computer Science,4th,6.8,2,93.17,No,No
S1909,Student_909,22,Male,Mechanical,2nd,7.07,7,77.33,No,No
S1910,Student_910,21,Male,Mechanical,3rd,4.2,1,83.26,Yes,No
S1911,Student_911,17,Other,IT,1st,7.85,10,67.97,Yes,Yes
S1912,Student_912,19,Other,Electrical,1st,4.36,4,75.59,No,No
S1913,Student_913,18,Other,IT,2nd,4.58,2,86.91,Yes,No
S1914,Student_914,23,Other,Computer Science,1st,9.59,10,88.12,No,No
S1915,Student_915,21,Other,Civil,4th,7.17,7,92.3,No,No
S1916,Student_916,23,Female,Electronics,3rd,5.2,2,87.12,No,No
S1917,Student_917,22,Female,Computer Science,4th,7.12,2,99.81,No,No
S1918,Student_918,23,Female,Mechanical,4th,5.62,5,70.26,No,No
S1919,Student_919,24,Other,Electrical,3rd,5.67,5,81.39,Yes,No
S1920,Student_920,18,Female,Electronics,2nd,5.38,4,62.11,No,No
S1921,Student_921,17,Female,Civil,2nd,4.48,1,67.79,No,No
S1922,Student_922,17,Male,Electrical,2nd,8.54,3,80.94,Yes,No
S1923,Student_923,24,Other,Mechanical,4th,6.28,5,99.24,Yes,No
S1924,Student_924,21,Female,IT,4th,8.66,1,82.4,Yes,No
S1925,Student_925,20,Male,Mechanical,1st,6.83,5,62.35,No,No
S1926,Student_926,23,Male,Computer Science,1st,8.99,1,70.75,No,No
S1927,Student_927,24,Female,Civil,3rd,4.57,2,84.75,Yes,No
S1928,Student_928,19,Other,Electrical,2nd,7.9,5,98.61,Yes,No
S1929,Student_929,23,Other,Mechanical,4th,7.41,7,98.84,No,No
S1930,Student_930,24,Other,Computer Science,2nd,5.31,3,96.05,No,No
S1931,Student_931,20,Other,Electrical,3rd,5.42,7,96.46,Yes,No
S1932,Student_932,23,Female,Mechanical,3rd,7.91,6,90.62,Yes,No
S1933,Student_933,20,Female,Civil,4th,9.21,6,74.84,Yes,No
S1934,Student_934,23,Female,Electrical,2nd,8.21,9,99.93,Yes,Yes
S1935,Student_935,24,Female,Electrical,2nd,4.82,4,85.9,No,No
S1936,Student_936,18,Other,IT,3rd,8.06,5,67.55,Yes,No
S1937,Student_937,23,Other,Electrical,1st,6.37,7,84.08,Yes,No
S1938,Student_938,19,Female,Electrical,2nd,7.38,5,79.69,Yes,No
S1939,Student_939,18,Male,IT,4th,5.3,1,93.61,Yes,No
S1940,Student_940,17,Other,IT,2nd,8.61,2,93.62,Yes,No
S1941,Student_941,21,Female,Computer Science,4th,4.23,2,89.96,No,No
S1942,Student_942,24,Other,IT,2nd,9.61,10,82.76,Yes,Yes
S1943,Student_943,22,Other,Electronics,2nd,5.91,2,86.35,Yes,No
S1944,Student_944,21,Male,IT,1st,8.8,3,68.21,Yes,No
S1945,Student_945,23,Other,Civil,4th,7.71,7,90.07,No,No
S1946,Student_946,19,Female,Computer Science,2nd,6.88,8,61.88,Yes,No
S1947,Student_947,19,Female,Electrical,1st,5.6,8,79.48,Yes,No
S1948,Student_948,19,Male,Electronics,4th,7.25,3,84.42,No,No
S1949,Student_949,20,Male,Computer Science,3rd,9.0,1,83.64,No,No
S1950,Student_950,22,Female,Electrical,2nd,5.87,6,60.8,Yes,No
S1951,Student_951,22,Female,Computer Science,2nd,4.21,2,77.18,No,No
S1952,Student_952,23,Other,Computer Science,4th,6.06,7,95.48,No,No
S1953,Student_953,18,Male,Civil,3rd,9.78,2,79.75,Yes,No
S1954,Student_954,19,Male,Mechanical,2nd,8.62,10,63.54,Yes,Yes
S1955,Student_955,20,Female,Electronics,4th,5.27,3,78.78,No,No
S1956,Student_956,22,Female,Electronics,1st,4.24,1,80.22,No,No
S1957,Student_957,21,Other,Electronics,3rd,5.39,4,93.95,Yes,No
S1958,Student_958,21,Female,Electronics,1st,8.24,2,68.4,Yes,No
S1959,Student_959,20,Male,IT,2nd,7.81,8,65.05,Yes,Yes
S1960,Student_960,22,Female,IT,4th,8.43,5,66.67,No,No
S1961,Student_961,19,Female,Mechanical,4th,5.24,5,99.72,No,No
S1962,Student_962,22,Other,IT,2nd,8.64,10,91.15,No,No
S1963,Student_963,18,Male,Electrical,3rd,9.27,5,86.19,No,No
S1964,Student_964,17,Female,Civil,3rd,7.74,4,80.52,No,No
S1965,Student_965,17,Other,Civil,4th,5.39,7,67.57,No,No
S1966,Student_966,21,Male,Mechanical,3rd,5.26,10,88.59,Yes,No
S1967,Student_967,18,Other,Civil,3rd,9.18,5,65.88,No,No
S1968,Student_968,20,Male,Electrical,2nd,7.76,7,63.24,No,No
S1969,Student_969,23,Other,Mechanical,1st,7.14,4,60.18,No,No
S1970,Student_970,23,Female,Electrical,2nd,7.16,7,81.5,Yes,No
S1971,Student_971,17,Male,Electrical,4th,8.66,6,88.03,Yes,No
S1972,Student_972,23,Female,Civil,1st,6.54,1,77.16,Yes,No
S1973,Student_973,21,Other,Electrical,4th,9.35,2,88.73,Yes,No
S1974,Student_974,23,Male,Civil,4th,7.48,2,68.75,No,No
S1975,Student_975,19,Female,Mechanical,2nd,5.48,10,65.15,No,No
S1976,Student_976,21,Other,Mechanical,3rd,5.05,6,84.52,Yes,No
S1977,Student_977,19,Male,Electrical,2nd,5.98,10,60.97,Yes,No
S1978,Student_978,20,Female,Mechanical,4th,9.88,7,70.06,Yes,Yes
S1979,Student_979,23,Other,IT,1st,7.71,4,60.58,No,No
S1980,Student_980,20,Male,Civil,3rd,9.05,7,62.32,No,No
S1981,Student_981,20,Male,IT,2nd,7.21,10,90.76,No,No
S1982,Student_982,18,Male,Electronics,2nd,6.96,8,91.41,Yes,No
S1983,Student_983,21,Male,Computer Science,2nd,9.09,9,82.73,No,No
S1984,Student_984,22,Male,Electronics,4th,6.27,9,95.83,Yes,No
S1985,Student_985,23,Male,IT,2nd,4.6,9,84.33,Yes,No
S1986,Student_986,21,Male,Electrical,1st,8.22,8,98.29,Yes,Yes
S1987,Student_987,23,Female,Electronics,1st,9.41,5,77.27,No,No
S1988,Student_988,22,Other,Civil,3rd,9.28,6,84.6,No,No
S1989,Student_989,18,Male,Computer Science,4th,9.66,7,92.76,Yes,Yes
S1990,Student_990,24,Other,IT,2nd,6.26,2,65.97,No,No
S1991,Student_991,18,Female,Electrical,2nd,5.75,4,95.79,No,No
S1992,Student_992,21,Other,Civil,4th,6.83,7,68.01,Yes,No
S1993,Student_993,18,Female,Civil,2nd,4.39,6,70.6,No,No
S1994,Student_994,17,Female,Electrical,4th,5.9,10,64.96,No,No
S1995,Student_995,22,Female,IT,3rd,8.99,5,89.73,Yes,No
S1996,Student_996,21,Female,Civil,3rd,6.5,3,77.02,Yes,No
S1997,Student_997,18,Male,Computer Science,1st,4.32,10,74.76,Yes,No
S1998,Student_998,22,Other,Civil,1st,7.46,3,74.04,Yes,No
S1999,Student_999,18,Female,Mechanical,3rd,9.15,7,80.93,No,No
